Gender,Partner,Dependents,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Churn
Female,No,Yes,0,14,49.82,291.26218112367553,0
Male,Yes,No,0,51,80.8,4358.429622343742,0
Female,Yes,No,0,14,61.67,900.0004903388136,0
Male,Yes,No,0,57,77.85,3332.3743745120814,1
Female,No,No,1,38,74.67,3666.09775518548,0
Male,Yes,No,0,66,74.68,5209.418523219428,0
Male,Yes,No,0,5,56.41,818.3983206018812,0
Female,No,No,0,68,70.85,4943.577741044173,0
Female,Yes,No,0,5,78.77,111.64003937491111,0
Female,No,Yes,0,9,48.81,542.216863626475,0
Male,Yes,No,0,64,116.27,7697.088925290643,0
Female,No,No,0,40,98.09,4047.939593520774,0
Male,Yes,No,0,36,110.38,4092.1217201417576,0
Male,Yes,No,0,27,53.02,875.3727768103671,0
Male,No,No,1,57,75.21,5008.846662385027,1
Female,No,No,0,9,108.88,1128.4462989793362,0
Female,No,No,1,1,80.56,80.56,0
Male,No,No,0,44,98.24,4871.835314440177,0
Male,No,Yes,0,66,65.29,4739.0278134624,0
Female,No,Yes,1,17,88.25,1468.489000472024,0
Male,No,No,1,19,86.58,1485.8981042860596,0
Female,No,Yes,0,59,120.0,7744.776741698784,1
Male,No,Yes,0,55,75.47,4387.3823309085,0
Female,No,No,0,56,111.76,6406.111685742581,0
Male,Yes,Yes,0,3,103.78,0.0,0
Female,Yes,Yes,0,55,39.18,2092.554513291181,0
Male,Yes,No,0,46,106.58,4891.962764688615,0
Female,No,No,0,63,40.71,3093.9866946606653,0
Female,No,No,0,29,32.24,436.56669979307014,0
Male,No,No,0,19,66.55,2086.527534741388,1
Male,Yes,No,0,21,66.69,858.2848173086458,0
Female,Yes,Yes,0,7,67.09,787.1257944959304,0
Male,No,Yes,0,48,72.39,3064.273193177675,0
Female,No,No,1,26,53.19,1790.197248817727,0
Male,Yes,No,0,71,63.4,5704.598714942322,1
Female,No,Yes,0,22,58.21,1626.6013463482034,0
Female,Yes,No,0,25,66.7,1760.3417044844473,1
Female,Yes,No,1,29,38.36,500.56180683894434,0
Female,No,Yes,0,20,69.95,1938.8087624164887,0
Female,No,Yes,1,41,81.77,2997.011527889179,0
Female,No,Yes,0,50,109.2,4667.52162172554,0
Male,Yes,No,0,42,71.81,3528.0811185193147,0
Male,Yes,Yes,0,55,57.47,4144.772264042424,0
Male,Yes,No,1,5,64.28,483.7903136026308,0
Female,Yes,No,0,17,120.0,3014.83120868099,0
Female,No,Yes,0,6,50.61,735.014867718222,0
Female,Yes,No,0,62,18.23,1211.447792144254,1
Female,Yes,No,0,33,39.92,1836.0951574749547,0
Male,Yes,No,0,59,75.89,4463.574033122076,0
Male,No,No,1,28,53.46,1029.8333370756727,0
Female,No,Yes,0,27,81.6,2062.846408029116,1
Male,No,No,0,38,72.9,2764.172176319825,1
Male,Yes,No,0,21,54.17,973.920037938375,0
Female,Yes,No,1,8,86.95,1287.7644751678633,1
Male,Yes,No,0,5,41.92,420.5807890834823,0
Female,Yes,No,0,36,43.09,1952.3487889353114,1
Male,Yes,No,0,22,59.99,1034.6540492402332,1
Female,Yes,No,1,50,51.22,2636.821780805095,0
Female,No,Yes,0,72,56.63,4633.438151543965,1
Female,No,Yes,0,14,120.0,2156.286621543315,0
Female,Yes,No,0,66,35.98,1903.179707696781,0
Male,No,No,0,50,116.96,5872.931752196452,1
Female,Yes,Yes,0,68,56.66,3815.782444390551,1
Female,No,No,1,19,68.11,1687.3624037276463,0
Female,No,No,0,24,67.48,1587.2510432603926,1
Male,No,No,0,63,120.0,7749.232588501836,0
Female,Yes,No,0,69,43.91,2347.3526118106092,1
Male,Yes,No,0,30,23.96,252.42955452553088,0
Female,Yes,No,0,3,52.71,159.95018051608466,0
Male,Yes,Yes,0,1,40.62,40.62,0
Male,No,No,0,64,97.76,5832.520330282353,0
Female,No,Yes,0,47,87.27,2766.7852341706875,1
Male,No,No,1,29,34.68,941.4438812461322,0
Female,No,Yes,0,22,90.34,1989.6223879987244,0
Female,No,No,0,16,86.4,958.1972475952516,0
Female,Yes,No,0,64,38.91,3460.7829709529806,1
Male,Yes,No,0,69,117.07,8000.0,0
Male,No,No,0,40,31.68,1042.8915272622235,0
Female,Yes,No,0,67,92.07,5274.814864431838,0
Female,Yes,Yes,0,20,18.0,27.38718948858002,0
Male,Yes,No,0,26,81.4,1966.6095874902437,0
Female,No,No,0,42,39.92,1062.8680905511885,0
Female,No,No,0,7,97.59,644.5335620663789,0
Female,Yes,No,0,35,108.26,4105.969855832746,0
Male,No,No,0,5,70.16,254.46215819551244,0
Male,No,No,0,3,54.92,666.7719653582863,0
Male,No,No,0,62,90.46,4712.603741026972,0
Female,No,Yes,0,38,96.92,3708.1746195463375,0
Female,No,No,0,19,85.18,1575.6550650743611,1
Female,No,No,0,11,81.49,976.566878074912,0
Male,Yes,No,1,55,50.0,2862.4030705772598,0
Female,Yes,No,0,13,24.32,1096.4461632382397,0
Female,Yes,Yes,0,43,76.63,3552.454169248032,0
Female,Yes,No,0,7,38.1,650.698708177373,0
Female,Yes,No,0,54,113.75,6195.701758785975,1
Male,Yes,No,0,45,105.5,4814.2081254407285,0
Male,Yes,Yes,0,41,85.8,3452.9140150943686,0
Female,Yes,Yes,0,11,59.83,795.071984031058,0
Male,Yes,No,0,61,120.0,7623.029376339432,0
Male,No,No,0,72,80.41,6018.777180748453,0
Female,No,Yes,0,26,57.66,1652.289262016209,0
Female,No,No,0,18,18.0,87.28439595131599,0
Male,Yes,Yes,1,2,85.45,0.0,0
Female,Yes,No,0,21,64.25,997.678683095111,0
Male,Yes,No,0,50,73.25,3867.9143698968487,0
Female,Yes,No,0,46,72.39,3775.437162252234,0
Male,No,No,1,41,120.0,4931.38213885552,0
Female,Yes,Yes,0,35,39.68,1826.844137974553,1
Male,No,Yes,0,39,71.35,2661.5039419674326,1
Male,No,No,0,50,65.64,2918.625760314122,0
Male,Yes,No,1,12,109.86,1142.8071350910652,1
Female,No,No,0,72,62.16,3687.57016581894,0
Male,Yes,No,0,55,120.0,6182.919836805586,0
Male,Yes,No,0,58,52.4,3771.7399610368657,0
Female,No,No,0,39,98.73,3006.3690832745297,0
Female,No,No,0,71,51.59,2844.978667330583,0
Male,No,No,0,57,56.48,4462.220649295925,0
Male,No,No,0,10,18.0,0.0,0
Female,Yes,No,1,41,45.1,1788.8571305368412,0
Female,Yes,No,0,24,54.44,840.0859674545936,0
Female,Yes,No,0,16,36.14,766.9111898751978,0
Female,Yes,Yes,0,52,82.74,3698.3378330075384,0
Female,Yes,No,1,58,30.34,1452.1749831889106,0
Male,No,No,1,25,83.03,2267.68587856826,1
Female,No,Yes,1,10,43.79,0.0,1
Male,No,No,0,6,71.78,424.9972508303961,0
Male,No,No,0,31,76.72,3013.7745097952284,0
Male,Yes,No,0,25,113.06,3322.176735682226,0
Female,No,Yes,0,38,89.52,3208.859941488357,1
Male,No,No,0,30,53.29,1652.7710605419043,0
Male,Yes,No,1,29,89.28,2567.5233064044496,0
Female,No,Yes,1,3,73.72,914.9551776665551,1
Male,Yes,Yes,0,39,43.0,1806.3974132453334,0
Male,No,No,0,66,18.0,1297.9231652268209,0
Female,No,No,0,59,115.03,6919.80678184362,0
Male,No,No,0,37,77.08,2782.4404833968115,0
Male,No,No,0,70,39.73,2518.1158122352126,0
Male,No,No,0,19,66.82,846.1189993184596,1
Female,Yes,No,0,23,63.32,1363.149649114489,0
Female,Yes,No,0,60,44.22,2935.7501201676273,0
Female,Yes,No,0,20,54.63,822.8538161421277,0
Male,Yes,Yes,1,65,38.86,1863.18212781194,0
Male,No,No,0,50,56.17,3090.482726472557,0
Female,Yes,No,1,61,64.77,3347.786646364562,0
Male,No,No,1,67,77.7,5403.370533542999,0
Male,No,No,0,58,76.92,4383.381745829798,1
Female,Yes,No,0,22,74.79,1654.3544886121517,0
Female,Yes,No,0,53,47.2,2055.6522121242638,0
Male,Yes,No,0,9,72.98,219.33137672640862,0
Male,No,Yes,1,37,65.89,1481.8117177826477,0
Male,No,No,0,29,57.33,2131.2647706660327,1
Female,Yes,No,0,18,50.7,320.60308555613267,0
Female,No,No,1,48,68.01,3556.7686853798746,1
Female,No,No,0,50,70.7,3839.6208089395627,0
Female,No,Yes,1,4,68.14,45.33789248665599,1
Male,No,No,0,62,68.79,3974.305388187577,0
Female,Yes,No,0,42,27.42,1047.2794881509294,0
Female,Yes,Yes,0,46,59.9,3843.4213452161953,1
Female,No,Yes,0,29,120.0,3861.333333097571,1
Female,No,Yes,0,66,79.34,5060.04723401681,0
Female,Yes,Yes,0,54,108.97,5659.071100550032,0
Male,Yes,No,0,55,57.92,2913.4853303760415,0
Male,Yes,No,1,68,59.43,3955.453478946384,0
Female,Yes,No,1,14,18.0,0.0,0
Male,Yes,Yes,0,2,68.13,243.51878357858482,1
Female,Yes,No,0,37,54.01,1781.9285568659366,0
Female,No,No,0,15,64.14,625.8707884266303,0
Male,Yes,No,1,40,68.33,2474.553424244299,1
Male,Yes,Yes,1,70,27.74,2013.228740493187,0
Female,Yes,No,1,26,96.7,2538.5525294507916,1
Female,No,No,0,58,73.43,4371.6625545875895,0
Female,No,No,0,49,74.12,4434.123802956293,0
Male,No,No,0,71,74.43,5594.640150141966,0
Female,No,Yes,0,25,88.78,2164.1212413762455,0
Female,Yes,No,0,5,74.35,134.3976566993052,0
Female,Yes,Yes,1,17,74.27,584.8010387335588,0
Male,No,No,0,42,62.57,3168.386683859955,0
Female,No,No,0,49,50.08,2906.6561922510955,0
Female,No,No,0,56,107.87,6442.927551497428,1
Male,No,Yes,1,70,88.92,6268.709410415723,0
Female,No,No,0,23,119.96,2800.626944054794,0
Female,Yes,No,0,12,19.19,580.4755737195806,0
Male,No,Yes,0,20,23.71,732.8647686602123,0
Female,No,No,0,44,82.52,2841.0271755050894,1
Male,Yes,No,0,36,51.83,1883.8906540491191,0
Male,No,No,0,39,80.63,3527.6774084261115,0
Female,No,Yes,0,21,61.09,1880.1096502507253,0
Female,Yes,No,0,35,60.23,1910.655358029569,1
Female,Yes,No,1,20,71.45,1664.0964717263537,0
Female,Yes,No,0,64,53.28,3512.804409905393,0
Male,Yes,No,0,26,57.33,1940.332690125576,0
Female,Yes,Yes,0,7,45.57,429.1460273522023,0
Male,Yes,No,0,45,80.99,3192.050140297258,1
Female,Yes,Yes,0,59,71.88,4326.112003898781,0
Female,Yes,No,0,33,82.67,2571.3987232595855,0
Female,No,No,0,66,87.74,5360.161419433722,1
Male,Yes,No,0,6,65.62,0.0,0
Female,Yes,No,0,66,120.0,7255.193770247522,0
Female,Yes,No,0,49,48.29,2381.144040802509,0
Female,No,No,0,11,107.51,1848.378509986985,0
Female,Yes,No,0,48,78.36,4092.804451794601,0
Male,Yes,Yes,0,52,95.41,4944.34269835494,1
Female,Yes,No,0,51,82.18,3932.0634581642325,0
Male,No,No,1,5,80.86,69.1592181174097,1
Male,No,Yes,0,50,66.86,3399.5443503767756,0
Male,Yes,No,0,70,95.19,6770.4612222467995,0
Male,Yes,No,0,12,88.43,176.49321442874998,0
Male,Yes,No,1,6,55.64,647.9097436805104,0
Male,Yes,No,1,20,83.22,1959.0969019486706,0
Female,No,Yes,0,1,45.1,45.1,1
Male,No,Yes,0,22,81.59,1813.7404615801527,0
Male,No,Yes,0,37,57.91,1404.2143534731213,0
Male,Yes,No,0,52,38.95,2544.351533637239,0
Female,No,Yes,0,59,91.07,5352.681197410696,1
Female,Yes,No,0,45,75.43,3397.19503307727,1
Male,Yes,No,0,31,62.56,1417.3581629432513,0
Female,No,No,1,69,66.13,4041.0645228652493,0
Male,Yes,No,0,46,59.12,2568.773751123224,0
Male,No,No,0,67,97.84,6835.5374730352,0
Female,No,Yes,0,40,38.17,1407.4112680422725,0
Male,Yes,No,0,31,37.91,1471.8423124539454,0
Female,No,Yes,0,61,100.87,5967.485848767328,1
Female,Yes,No,0,20,75.08,854.5544786579356,0
Male,Yes,Yes,0,40,59.96,2080.3277309227624,0
Male,No,No,0,43,33.41,827.736437167666,1
Female,No,No,0,68,49.81,3047.6732379431123,1
Male,Yes,Yes,0,38,41.56,1169.0909726159393,0
Male,No,Yes,1,52,27.33,1569.9896020805702,1
Male,No,Yes,0,71,38.59,1900.6592128124817,1
Female,Yes,No,0,66,92.94,5891.232801065629,0
Female,No,No,1,2,71.32,0.0,0
Male,No,Yes,0,27,59.71,2451.7666750280905,0
Female,No,Yes,0,8,72.42,421.25065698010167,0
Female,Yes,No,0,5,68.94,277.7621413894503,1
Female,No,No,0,28,67.12,2280.610215659058,0
Female,Yes,No,0,28,29.38,1268.3961001937575,0
Female,No,No,1,63,30.86,997.9718854233619,1
Male,No,No,1,58,46.58,2821.7958204148213,0
Male,Yes,Yes,1,12,90.1,1676.9433178435652,0
Male,Yes,No,0,30,77.97,2372.732872820755,0
Female,No,Yes,0,22,109.0,2933.5158162465787,0
Female,No,No,0,57,72.23,4935.786854372444,0
Male,Yes,No,0,60,53.65,3604.9164759836435,0
Female,Yes,No,0,71,73.94,6325.951729174087,0
Male,No,Yes,1,9,95.17,1052.448304746512,0
Male,Yes,No,1,31,120.0,3776.0376595217704,0
Male,Yes,No,0,67,73.09,5485.985564830662,0
Female,No,No,0,71,45.19,3028.7907593824166,0
Female,Yes,No,0,49,63.62,3640.3484807248246,0
Male,Yes,No,0,44,32.49,2166.5636523419107,0
Male,Yes,No,0,57,57.23,3127.7987679487524,0
Male,No,No,0,25,95.45,2485.424189842783,0
Male,Yes,No,0,32,64.83,1811.7279859133355,0
Female,No,Yes,0,53,27.5,2000.9674785029488,0
Female,No,No,0,34,83.85,3087.162673267443,0
Male,Yes,No,0,50,94.23,4953.884920919983,1
Male,No,No,0,55,62.13,2999.987963264762,0
Female,Yes,Yes,0,15,76.16,1442.6146429601085,0
Female,No,Yes,0,65,100.0,6337.294665352023,0
Male,Yes,No,0,30,93.77,2777.8924232420704,0
Male,No,No,0,70,67.98,6023.578898548249,0
Male,Yes,No,0,62,41.78,3134.3366243572295,0
Female,Yes,Yes,0,13,106.57,1395.0730721448456,0
Female,No,No,0,53,41.06,2077.6332638753834,0
Female,Yes,No,1,52,62.73,4039.601280079667,0
Male,No,Yes,0,35,89.22,2588.572490920706,0
Male,Yes,Yes,0,10,73.38,446.72680719927604,0
Female,Yes,No,0,71,33.37,2767.9712317391018,0
Female,No,No,0,9,83.11,0.0,0
Male,Yes,No,0,11,36.33,896.4656722649611,0
Female,No,No,0,29,91.01,2805.643470861554,0
Female,No,No,0,14,59.83,1339.2042675480661,0
Male,Yes,No,0,68,67.31,4047.279926613178,0
Female,No,No,0,7,99.12,0.0,0
Male,Yes,No,0,2,51.22,234.3304531497202,0
Male,Yes,No,0,9,47.77,499.24331239583796,0
Male,No,No,0,45,40.4,1183.078920927025,0
Male,Yes,No,0,58,93.51,4956.607527782346,0
Male,Yes,No,0,56,81.4,4478.216080833102,0
Male,No,Yes,0,36,83.94,2601.072835960816,0
Male,No,Yes,0,61,73.78,5049.806436813387,0
Female,No,Yes,1,1,23.82,23.82,0
Male,No,No,0,31,67.76,2092.3745620857294,0
Male,No,No,0,50,65.88,3154.7155287759197,0
Female,No,No,1,44,100.61,3282.266660982051,1
Female,Yes,No,0,46,64.24,3187.816941210919,0
Female,No,Yes,0,23,74.36,1227.9290971069663,0
Male,Yes,No,0,25,86.45,2248.888634877001,0
Female,No,No,0,13,90.46,1601.0686317894726,1
Male,No,No,0,26,84.91,1781.8462447807678,0
Male,No,No,0,37,52.14,1560.213799014048,1
Male,No,No,0,28,110.18,2399.5704827099644,1
Male,Yes,No,1,34,67.14,2636.6200988431324,1
Female,Yes,No,0,8,81.04,882.8577641775288,0
Female,No,No,0,6,100.81,1339.4920617931534,1
Male,Yes,No,0,3,82.23,448.37388951325335,1
Male,No,Yes,0,65,72.48,4939.7632042024525,1
Male,Yes,No,0,57,108.94,5905.602126631849,0
Female,No,No,0,44,75.51,3452.686200530572,0
Male,No,No,0,39,82.97,3528.0526385470653,0
Male,Yes,Yes,0,22,46.42,622.5021797029035,0
Female,No,No,0,62,79.49,4502.365118973567,0
Female,No,No,0,14,73.49,1177.2016879832854,0
Male,Yes,No,1,66,18.0,2325.0804583950685,0
Female,No,Yes,0,34,85.54,3063.102148036808,0
Female,No,No,1,61,83.49,4945.642783591127,0
Male,Yes,Yes,0,23,76.49,2816.1525952100537,1
Female,No,Yes,0,20,74.32,1287.920341216088,0
Male,Yes,No,0,43,69.81,2554.3938520487895,0
Female,Yes,Yes,0,21,54.5,1877.3939748311436,0
Male,Yes,Yes,0,23,43.04,317.4269482544464,0
Male,No,No,0,42,97.78,3863.4557293139505,0
Male,No,No,0,67,66.73,5433.292368498298,0
Female,Yes,Yes,0,10,119.27,1380.1738797574424,0
Male,Yes,No,0,33,47.14,882.1732698220253,1
Female,Yes,No,0,47,68.89,3354.943567060218,0
Male,No,No,0,18,120.0,2015.2803720047675,1
Male,Yes,Yes,0,60,109.17,6870.073694883994,1
Female,No,Yes,0,39,72.17,3326.0468096139384,0
Male,Yes,No,0,37,64.66,2712.879361548618,1
Male,No,No,0,15,110.19,1830.3730277882198,0
Female,No,No,0,50,65.84,4029.058240147484,0
Male,No,No,1,14,43.8,0.0,0
Male,Yes,No,0,39,81.56,3158.8895169010398,0
Male,No,Yes,0,42,96.16,3978.541037241904,0
Male,No,No,0,71,70.53,5025.8598652664505,0
Female,No,No,1,3,70.81,874.4994020349338,1
Female,Yes,No,1,68,66.92,4658.188126791043,0
Male,No,No,0,30,83.11,2422.8819954853357,0
Female,Yes,No,0,39,18.0,1222.5137074135375,0
Male,Yes,Yes,0,44,79.57,3410.449943559269,0
Female,No,No,0,52,66.03,3325.2634589597783,1
Male,No,No,0,45,31.51,1239.7435656282796,0
Male,No,No,0,2,112.44,382.3881139083742,0
Male,Yes,No,0,55,50.65,2485.0626627465053,0
Male,Yes,No,0,35,74.58,2731.1831007557857,1
Male,No,No,0,63,26.58,2042.1645563982574,0
Male,Yes,No,0,5,54.03,141.38451447277623,1
Female,No,No,0,68,49.68,2138.7320293120756,0
Male,No,Yes,0,18,102.55,1950.4174968784312,0
Female,Yes,No,0,1,45.09,45.09,0
Male,Yes,No,0,29,76.63,2034.7951000580247,0
Female,No,No,0,30,51.02,1727.9669970280559,1
Female,Yes,No,0,42,43.41,2497.0678216993338,0
Female,Yes,Yes,0,64,114.56,6888.097905787865,0
Male,Yes,No,0,24,61.04,1562.7885699140468,0
Male,Yes,Yes,0,65,66.69,4757.355440633544,0
Female,No,No,0,13,39.09,0.0,0
Male,No,No,0,16,100.04,1151.7059561960195,1
Female,No,No,0,21,106.21,2361.924001786628,0
Male,Yes,No,0,13,63.83,648.2175233938636,0
Female,No,No,1,10,72.39,506.9458239887139,0
Female,No,No,0,5,104.37,268.5623751602011,1
Male,No,Yes,0,27,32.59,743.6642490567385,0
Female,No,Yes,1,62,93.25,5272.212112526162,0
Male,Yes,No,0,16,69.47,648.2163392336483,0
Female,No,Yes,0,14,56.07,730.69469219413,0
Female,Yes,No,0,45,104.5,5537.246286236077,1
Male,No,No,0,70,44.5,3072.0497706582482,0
Male,No,No,0,64,80.76,5534.963488605595,1
Male,No,No,0,3,58.31,326.32243135520287,0
Female,No,Yes,0,13,85.51,226.63262101016346,0
Male,No,Yes,0,32,59.93,1829.5493787840812,1
Female,Yes,No,1,48,103.83,4285.379460900871,0
Female,Yes,No,0,10,72.77,818.2674018785686,0
Male,No,No,0,44,79.24,3332.6339852756614,0
Male,Yes,No,1,68,64.91,4452.5941824799,0
Female,Yes,No,0,18,108.69,2929.5351517297686,0
Female,Yes,No,0,71,58.25,4496.832761595793,0
Male,Yes,Yes,0,5,89.15,1088.750741184817,0
Male,No,Yes,0,10,38.68,860.8635048493021,0
Male,Yes,Yes,0,20,104.65,2221.043366521232,1
Male,No,No,1,42,68.42,2750.7121159809117,0
Male,No,No,0,18,56.03,1469.308329740057,0
Female,Yes,No,0,14,88.33,1445.6832483167113,1
Female,No,Yes,0,42,107.18,5555.683981398778,1
Female,Yes,Yes,0,31,63.03,1762.8418141663572,0
Female,No,No,1,3,59.26,0.0,0
Male,Yes,No,0,64,50.11,3103.719950428979,0
Male,Yes,No,0,54,86.17,4464.782269257657,0
Male,Yes,No,0,42,44.12,1171.6245326436433,1
Female,Yes,No,0,18,38.12,1474.5704899900707,0
Female,No,Yes,0,57,84.13,4891.0038371028095,1
Male,Yes,Yes,0,35,104.82,3629.4338423249537,0
Male,No,No,0,56,31.53,1988.0644459803264,0
Female,Yes,No,0,12,83.98,515.364184649389,0
Female,No,No,0,68,61.36,4736.687441755659,0
Male,No,No,0,22,56.35,1518.8993632807947,0
Male,No,Yes,0,51,69.96,4795.217517388948,0
Female,Yes,No,0,12,88.49,1118.2028918851179,0
Male,No,Yes,1,66,70.63,4236.608216635665,0
Male,Yes,No,0,27,67.05,2245.1009355637166,0
Male,Yes,No,0,21,37.04,481.1189226219715,0
Female,No,No,0,16,20.46,461.00297764579864,0
Female,No,Yes,1,51,101.24,4962.035535382462,1
Female,No,Yes,0,71,38.46,2289.707199540201,0
Female,No,Yes,0,48,60.67,2831.62408536679,1
Female,No,No,0,10,66.03,1106.9278685956788,0
Female,No,No,0,68,75.59,4896.039398332904,0
Female,No,No,1,10,50.63,778.2974064958481,0
Male,Yes,No,0,37,46.62,1954.4096838341557,0
Male,No,No,0,41,79.26,3143.159538349828,1
Male,Yes,Yes,1,20,97.22,2103.7290379510496,0
Male,Yes,Yes,0,7,94.34,572.5285436927376,0
Male,No,No,1,2,80.85,0.0,0
Male,Yes,Yes,0,19,75.59,1985.647260005087,0
Male,Yes,Yes,0,42,120.0,4452.247436899175,0
Female,Yes,Yes,0,52,99.02,4980.196922741299,1
Female,No,No,0,56,53.45,2267.2344771021394,0
Male,No,No,0,8,61.25,377.28160151983565,0
Male,Yes,No,0,35,52.07,1387.5556505828208,0
Female,Yes,No,0,25,35.2,992.3173679196411,1
Male,Yes,No,0,23,79.93,2911.7606550946566,0
Male,No,No,0,30,18.0,130.1643322062826,0
Female,No,Yes,0,8,47.58,43.32812314774492,0
Male,No,No,0,31,97.56,3031.1002515159325,1
Female,Yes,No,0,50,76.24,3994.362208365862,0
Male,No,No,0,16,70.38,2155.4545742782952,0
Female,No,No,0,18,82.77,1468.6466495681389,0
Female,Yes,Yes,0,37,61.96,2235.513509267159,0
Female,Yes,Yes,1,32,90.92,3682.56575662794,1
Male,Yes,No,1,34,67.42,1913.5882158519391,0
Female,No,Yes,0,64,63.66,3992.73422518004,0
Male,No,Yes,0,55,104.08,5569.814812725226,0
Male,No,No,1,35,45.22,1306.0669685608896,0
Male,No,No,0,12,86.56,338.2026861268947,0
Male,No,Yes,0,5,92.1,564.9391283379903,1
Female,No,Yes,1,31,21.48,907.4531688496995,0
Female,Yes,Yes,0,50,31.73,1788.8925763412733,0
Male,Yes,Yes,0,23,53.35,1657.5516326570832,0
Male,No,No,0,43,89.09,3740.625865219372,0
Female,No,No,0,30,73.35,2180.4247369608165,0
Male,Yes,No,0,30,47.11,819.2624948793449,0
Female,Yes,No,0,33,82.07,2165.7619955899236,0
Male,Yes,No,0,68,38.67,2829.5241657761862,0
Male,Yes,No,0,71,76.77,5596.296215952773,0
Female,Yes,Yes,0,1,75.93,75.93,0
Male,No,Yes,1,36,75.52,3203.115671736057,0
Female,No,Yes,0,7,63.75,480.64274829043757,0
Male,No,Yes,1,9,66.32,1081.1789456713755,0
Male,No,Yes,0,46,76.44,3469.538528464466,0
Male,No,No,0,69,111.2,7526.806078807457,1
Female,Yes,Yes,1,19,52.61,825.3499547568041,0
Male,Yes,No,1,43,101.3,3814.374444697429,0
Male,Yes,No,1,15,89.85,1323.411382010193,0
Male,No,No,0,49,62.31,2528.981148837893,0
Male,Yes,Yes,0,23,47.5,9.038727339422394,0
Female,No,Yes,0,51,63.4,3340.750647823816,1
Female,Yes,No,0,20,18.0,1431.8564967044488,0
Male,No,No,0,17,98.79,1352.1336120210601,1
Female,Yes,No,0,23,56.12,853.0938230102352,0
Male,No,No,1,62,92.0,5770.713991292802,0
Male,Yes,Yes,0,36,18.31,784.2452483317073,0
Male,Yes,No,0,9,101.24,367.09570112737936,0
Female,No,Yes,0,66,86.26,5882.561251814915,0
Female,No,No,0,59,59.85,4430.35524913238,0
Female,No,No,0,43,28.48,1243.715375427654,1
Female,No,No,0,62,50.25,3306.614755486056,0
Female,No,No,0,69,82.36,6246.959412175934,1
Female,No,No,0,12,84.62,986.6539277090138,0
Female,Yes,No,0,45,79.53,4471.441010775868,1
Female,Yes,No,0,42,44.28,2101.9461688159176,0
Female,Yes,Yes,0,10,60.88,437.46459602614243,1
Male,No,No,0,58,84.19,4882.110825231924,0
Female,No,No,0,6,96.14,1275.5061510957985,0
Female,No,No,1,9,65.33,518.3726963326521,0
Female,Yes,No,0,70,90.71,6659.462554065859,0
Female,Yes,Yes,0,32,114.35,3611.0984931489356,0
Female,No,Yes,0,12,69.83,1719.987650519412,0
Female,Yes,No,0,14,64.66,1425.4529351940716,0
Female,No,No,0,49,64.46,3950.262865521042,0
Female,Yes,No,1,40,79.87,2451.405648404216,0
Female,Yes,No,0,26,100.49,993.3113687917,0
Female,No,No,0,65,49.17,2681.8691717886113,0
Female,Yes,No,0,52,61.84,2983.217610926784,0
Male,Yes,No,0,54,91.52,5205.660142507598,0
Male,No,Yes,0,16,68.52,976.750643236509,0
Female,No,No,0,2,18.0,0.0,0
Female,No,No,0,34,100.6,3661.143891369014,0
Male,No,No,0,2,105.75,600.6456571639787,0
Female,Yes,No,1,29,59.67,947.0765176584359,0
Male,Yes,Yes,0,44,108.17,4797.422479948169,1
Male,No,No,0,52,63.48,3478.982744140444,0
Male,Yes,No,0,10,59.53,1210.0453587329148,1
Male,Yes,No,1,31,53.96,1852.896516795518,1
Male,No,No,0,46,62.64,2922.2856215054294,1
Female,Yes,Yes,0,14,106.01,2269.450263181238,0
Male,No,Yes,0,62,70.81,4734.960257726443,0
Female,Yes,No,0,69,81.4,5631.520780690696,0
Female,Yes,No,0,72,44.55,3308.147080327953,0
Male,Yes,Yes,0,53,79.31,3639.197246693361,0
Male,No,No,0,69,69.37,4464.17532205994,0
Female,Yes,No,0,25,18.0,909.5902032104103,0
Male,No,No,0,60,120.0,6886.739700949729,0
Male,No,No,1,56,48.88,2056.2216659477454,0
Female,Yes,No,0,57,51.09,3285.961390808285,0
Female,No,No,0,29,91.62,2710.9261675678063,0
Male,No,No,0,55,73.1,2635.695757402876,0
Female,No,No,1,64,65.66,5077.901641509465,0
Male,Yes,No,0,56,24.05,1956.8662357773349,0
Male,No,No,0,13,70.97,1287.7190159583001,0
Male,No,Yes,0,59,74.04,4374.244593527771,1
Female,Yes,Yes,0,42,18.0,931.051654310108,0
Female,Yes,No,0,43,67.26,3905.3883207057547,1
Female,Yes,No,0,47,30.39,1653.6338988618052,1
Female,Yes,No,0,52,47.92,2214.8310387112665,0
Female,Yes,No,1,66,19.25,1258.903852712888,1
Male,Yes,No,0,33,100.6,3519.38384257621,1
Male,Yes,No,0,11,70.95,910.3345977042151,0
Male,No,No,0,28,110.4,2951.6964908692757,0
Male,No,No,0,9,110.01,874.5181835378426,0
Female,No,No,1,28,61.91,1161.9008417178045,0
Male,No,No,0,58,105.38,6018.769988198483,1
Female,Yes,No,0,12,120.0,1765.5329390316233,1
Male,Yes,No,0,61,67.38,4463.210231949903,0
Female,No,Yes,0,23,95.41,2183.7444648810842,1
